,LotFrontage,MasVnrArea,GarageYrBlt,Alley,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature
361,70.04995836802665,0.0,1940.0,Pave,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
362,64.0,500.0,2003.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Ex,BuiltIn,RFn,TA,TA,missing,missing,missing
363,21.0,510.0,1972.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
364,70.04995836802665,120.0,1976.0,Grvl,BrkFace,Gd,TA,Mn,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
365,59.0,0.0,1964.0,Grvl,None,TA,Fa,No,Rec,Unf,FuseA,Gd,Detchd,Unf,TA,Fa,missing,missing,missing
366,70.04995836802665,247.0,1963.0,Grvl,BrkFace,Gd,TA,No,BLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
367,101.0,305.0,1962.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Basment,RFn,TA,TA,missing,missing,missing
368,78.0,200.0,1954.0,Grvl,BrkFace,TA,TA,No,LwQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
369,70.04995836802665,0.0,1997.0,Grvl,None,TA,TA,No,ALQ,Rec,SBrkr,Gd,Detchd,Fin,TA,TA,missing,missing,missing
370,70.04995836802665,0.0,2000.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
371,80.0,0.0,1991.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Fin,TA,TA,missing,missing,missing
372,50.0,0.0,1984.0,Grvl,None,Gd,TA,No,ALQ,LwQ,SBrkr,Gd,Attchd,Unf,TA,TA,missing,MnPrv,missing
373,79.0,0.0,1953.0,Grvl,None,TA,TA,No,BLQ,LwQ,SBrkr,Gd,Attchd,Unf,TA,TA,missing,GdWo,missing
374,65.0,0.0,2003.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
375,70.04995836802665,0.0,1980.0,Grvl,None,Fa,Po,Gd,BLQ,Unf,FuseA,Gd,missing,missing,missing,missing,missing,missing,missing
376,57.0,0.0,1998.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
377,102.0,0.0,2004.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
378,88.0,350.0,2010.0,Grvl,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Ex,Attchd,Fin,TA,TA,missing,missing,missing
379,60.0,16.0,2000.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
380,50.0,0.0,1924.0,Pave,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
381,60.0,0.0,2006.0,Pave,None,Gd,Gd,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
382,79.0,0.0,2006.0,Grvl,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
383,60.0,0.0,1950.0,Grvl,None,Fa,Fa,No,Unf,Unf,FuseA,Gd,Detchd,Unf,Fa,Fa,missing,missing,missing
384,70.04995836802665,0.0,1992.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Fa,Attchd,Fin,TA,TA,missing,missing,missing
385,43.0,16.0,2004.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
386,58.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
387,72.0,255.0,1977.0,Grvl,BrkFace,TA,TA,Av,ALQ,Unf,SBrkr,Fa,Detchd,Unf,TA,TA,missing,GdWo,missing
388,93.0,125.0,1999.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
389,96.0,272.0,2008.0,Grvl,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Ex,BuiltIn,Fin,TA,TA,missing,missing,missing
390,50.0,0.0,1978.0,Grvl,None,TA,Gd,No,Rec,BLQ,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
391,71.0,0.0,2001.0,Grvl,None,Ex,TA,No,ALQ,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA,missing,missing,missing
392,70.04995836802665,0.0,1959.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,Shed
393,70.04995836802665,0.0,1980.0,Grvl,None,TA,TA,No,Rec,Unf,FuseA,TA,missing,missing,missing,missing,missing,GdWo,missing
394,60.0,0.0,1940.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
395,68.0,0.0,1956.0,Grvl,None,TA,TA,Av,BLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
396,60.0,0.0,1985.0,Grvl,None,TA,TA,Av,Rec,Unf,SBrkr,Gd,Detchd,RFn,TA,TA,missing,missing,missing
397,69.0,288.0,1962.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
398,60.0,0.0,1920.0,Grvl,None,Fa,Po,No,Unf,Unf,Mix,Gd,Detchd,Unf,Po,Po,missing,missing,missing
399,65.0,100.0,2007.0,Grvl,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
400,38.0,0.0,1996.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
401,65.0,0.0,2005.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
402,60.0,0.0,1940.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,GdPrv,missing
403,93.0,650.0,1998.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA,missing,missing,missing
404,70.04995836802665,0.0,1995.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA,missing,missing,missing
405,70.04995836802665,0.0,1993.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,GdWo,missing
406,51.0,0.0,1936.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
407,63.0,0.0,1960.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
408,109.0,350.0,2006.0,Grvl,BrkFace,Ex,Gd,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
409,85.0,100.0,2008.0,Grvl,Stone,Ex,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
410,68.0,0.0,1958.0,Grvl,None,TA,Fa,No,Unf,Unf,FuseA,Gd,Attchd,Unf,TA,TA,missing,missing,missing
411,100.0,0.0,1955.0,Grvl,None,TA,TA,Mn,Rec,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
412,70.04995836802665,432.0,2009.0,Grvl,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
413,56.0,0.0,1927.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
414,59.0,0.0,1993.0,Grvl,None,Gd,TA,No,BLQ,GLQ,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
415,73.0,0.0,2007.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
416,74.0,203.0,1978.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
417,86.0,0.0,1918.0,Grvl,None,Gd,TA,No,BLQ,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
418,60.0,0.0,1940.0,Grvl,None,TA,TA,No,ALQ,Unf,FuseF,Gd,Detchd,Unf,TA,TA,missing,missing,missing
419,65.0,0.0,1968.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,Fa,Attchd,Unf,TA,TA,missing,missing,missing
420,78.0,200.0,1997.0,Grvl,BrkFace,Gd,Gd,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
421,70.04995836802665,126.0,1977.0,Grvl,Stone,Gd,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
422,100.0,0.0,1954.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Attchd,RFn,TA,TA,missing,missing,missing
423,80.0,473.0,1998.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
424,72.0,74.0,1956.0,Grvl,BrkFace,Gd,TA,No,LwQ,Unf,FuseA,Gd,Attchd,RFn,TA,TA,missing,missing,missing
425,60.0,0.0,1947.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
426,70.04995836802665,145.0,1989.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
427,77.0,0.0,1964.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
428,64.0,108.0,2007.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
429,130.0,0.0,1988.0,Grvl,None,Gd,TA,Mn,GLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
430,21.0,232.0,1971.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
431,60.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,MnPrv,missing
432,24.0,376.0,1971.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
433,100.0,0.0,1997.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
434,21.0,0.0,1980.0,Grvl,None,Gd,TA,Av,ALQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
435,43.0,0.0,1996.0,Grvl,None,Gd,TA,Av,GLQ,ALQ,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
436,40.0,0.0,1990.0,Grvl,None,Fa,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
437,50.0,0.0,1926.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
438,40.0,0.0,1990.0,Grvl,None,TA,TA,No,LwQ,Unf,SBrkr,Gd,Detchd,Unf,Gd,TA,missing,MnPrv,missing
439,67.0,0.0,2005.0,Grvl,None,TA,Fa,Mn,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,GdPrv,Shed
440,105.0,200.0,2008.0,Grvl,Stone,Ex,TA,Gd,GLQ,ALQ,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
441,92.0,270.0,1980.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,FuseF,Gd,missing,missing,missing,missing,missing,missing,missing
442,52.0,0.0,1930.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
443,53.0,72.0,2007.0,Grvl,BrkFace,Ex,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
444,70.0,0.0,1994.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
445,73.0,0.0,1956.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,MnPrv,missing
446,137.0,0.0,1966.0,Grvl,None,TA,TA,No,ALQ,Rec,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
447,70.04995836802665,0.0,1998.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
448,50.0,0.0,1937.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
449,50.0,0.0,1981.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
450,70.0,0.0,1932.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,Detchd,Unf,Fa,Fa,missing,missing,missing
451,62.0,0.0,1975.0,Grvl,None,Gd,TA,Gd,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
452,70.04995836802665,42.0,1996.0,Grvl,BrkFace,Ex,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
453,75.0,0.0,2008.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
454,63.0,0.0,1976.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
455,80.0,320.0,1973.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
456,34.0,0.0,1916.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,Fa,Fa,missing,missing,missing
457,70.04995836802665,0.0,1954.0,Grvl,None,Gd,TA,Gd,BLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
458,70.04995836802665,0.0,1925.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
459,70.04995836802665,161.0,1950.0,Grvl,BrkCmn,TA,TA,No,LwQ,Unf,SBrkr,TA,Detchd,Unf,TA,TA,missing,missing,missing
460,75.0,110.0,2009.0,Grvl,Stone,Gd,TA,No,GLQ,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
461,60.0,0.0,1971.0,Grvl,None,Gd,Gd,No,ALQ,BLQ,SBrkr,Gd,Detchd,RFn,TA,TA,missing,MnPrv,missing
462,60.0,0.0,1965.0,Grvl,None,TA,TA,No,Rec,BLQ,SBrkr,Po,Detchd,Unf,TA,TA,missing,GdWo,missing
463,74.0,0.0,1939.0,Grvl,None,TA,TA,No,LwQ,Unf,FuseA,Gd,Detchd,Unf,TA,TA,missing,missing,missing
464,60.0,136.0,1980.0,Grvl,BrkFace,Gd,TA,No,Rec,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
465,70.04995836802665,18.0,2004.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
466,85.0,0.0,1970.0,Grvl,None,TA,Gd,Gd,GLQ,Unf,SBrkr,Po,Attchd,Unf,TA,TA,missing,GdWo,missing
467,79.0,224.0,1942.0,Grvl,Stone,TA,TA,No,LwQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
468,98.0,248.0,2006.0,Grvl,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
469,76.0,120.0,1993.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
470,70.04995836802665,0.0,1985.0,Grvl,None,Gd,TA,Av,GLQ,BLQ,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
471,92.0,0.0,1977.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
472,35.0,80.0,2005.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,Basment,RFn,TA,TA,missing,missing,missing
473,110.0,304.0,2006.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Ex,Attchd,RFn,TA,TA,missing,missing,missing
474,41.0,0.0,2000.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
475,80.0,0.0,1996.0,Grvl,None,TA,TA,No,GLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
476,75.0,215.0,1997.0,Grvl,BrkFace,Gd,TA,Gd,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
477,105.0,772.0,2006.0,Grvl,BrkFace,Gd,TA,Av,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
478,79.0,336.0,2007.0,Grvl,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
479,50.0,435.0,1995.0,Grvl,BrkCmn,Fa,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
480,98.0,378.0,2004.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
481,72.0,562.0,2003.0,Grvl,BrkFace,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
482,50.0,0.0,1915.0,Pave,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Unf,Fa,Fa,missing,missing,missing
483,32.0,116.0,1998.0,Grvl,BrkFace,Ex,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
484,70.04995836802665,0.0,1963.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
485,80.0,0.0,1950.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
486,79.0,168.0,1965.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
487,70.0,0.0,1971.0,Grvl,None,Gd,TA,Av,ALQ,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
488,60.0,0.0,1970.0,Grvl,None,TA,Fa,No,BLQ,Unf,FuseA,Gd,Attchd,Unf,TA,Fa,missing,missing,missing
489,21.0,0.0,1970.0,Grvl,None,Gd,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
490,70.04995836802665,0.0,1976.0,Grvl,None,Gd,TA,Mn,Unf,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
491,79.0,0.0,1941.0,Grvl,None,TA,TA,No,BLQ,Rec,FuseA,TA,Attchd,Unf,TA,TA,missing,MnPrv,missing
492,105.0,0.0,2006.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
493,70.0,0.0,1964.0,Grvl,None,TA,TA,No,BLQ,LwQ,FuseA,Fa,Detchd,Unf,TA,TA,missing,missing,missing
494,50.0,0.0,1938.0,Grvl,None,Fa,TA,No,Unf,Unf,FuseA,Gd,Attchd,Unf,TA,TA,missing,missing,missing
495,60.0,0.0,1980.0,Grvl,None,TA,TA,No,Rec,Unf,FuseA,Gd,missing,missing,missing,missing,missing,GdWo,missing
496,70.04995836802665,0.0,1992.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
497,60.0,0.0,1925.0,Pave,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,GdPrv,missing
498,65.0,89.0,1967.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,MnPrv,missing
499,70.0,0.0,1958.0,Grvl,None,TA,TA,No,BLQ,LwQ,SBrkr,Gd,Attchd,Fin,TA,TA,missing,MnWw,Shed
500,21.0,285.0,1973.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
501,75.0,0.0,2005.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
502,70.0,0.0,1965.0,Grvl,None,TA,TA,No,ALQ,GLQ,SBrkr,Gd,Detchd,Unf,Fa,Fa,missing,GdPrv,Shed
503,100.0,0.0,1959.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,GdWo,missing
504,24.0,0.0,1974.0,Grvl,None,TA,TA,No,ALQ,Rec,SBrkr,Fa,Attchd,Unf,TA,TA,missing,missing,missing
505,60.0,360.0,1952.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
506,80.0,125.0,1993.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
507,75.0,0.0,2009.0,Grvl,None,Gd,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
508,60.0,0.0,1928.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
509,80.0,132.0,1959.0,Grvl,BrkFace,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
510,75.0,70.0,1951.0,Grvl,BrkCmn,TA,TA,No,BLQ,Rec,SBrkr,TA,CarPort,Unf,TA,TA,missing,missing,Shed
511,40.0,94.0,2005.0,Grvl,Stone,Gd,TA,No,Unf,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,missing,missing
512,70.0,0.0,1964.0,Grvl,None,TA,TA,No,BLQ,LwQ,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
513,71.0,0.0,1983.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
514,55.0,0.0,1926.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,Po,Po,missing,MnPrv,missing
515,94.0,305.0,2009.0,Grvl,BrkFace,Ex,TA,No,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
516,70.04995836802665,333.0,1972.0,Grvl,BrkFace,TA,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,GdPrv,missing
517,79.0,921.0,1996.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
518,70.04995836802665,0.0,1998.0,Grvl,None,Gd,TA,Mn,GLQ,Unf,SBrkr,Gd,Attchd,RFn,TA,TA,missing,MnPrv,missing
519,53.0,0.0,1926.0,Grvl,None,Gd,TA,No,Unf,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnPrv,missing
520,60.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,FuseA,Gd,missing,missing,missing,missing,missing,missing,missing
521,90.0,0.0,1957.0,Grvl,None,TA,TA,No,Rec,Unf,FuseA,Gd,Attchd,Unf,TA,TA,missing,missing,missing
522,50.0,0.0,1950.0,Grvl,None,TA,TA,No,ALQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,missing,missing
523,130.0,762.0,2007.0,Grvl,Stone,Ex,TA,Gd,GLQ,Unf,SBrkr,Gd,BuiltIn,Fin,TA,TA,missing,missing,missing
524,95.0,594.0,1996.0,Grvl,BrkFace,Gd,TA,No,GLQ,Unf,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
525,62.0,0.0,2005.0,Pave,None,Gd,TA,No,Unf,Unf,SBrkr,TA,Attchd,Unf,TA,TA,missing,missing,missing
526,70.0,0.0,1956.0,Grvl,None,Gd,TA,No,Rec,Unf,SBrkr,Gd,Attchd,Unf,TA,TA,missing,missing,missing
527,67.0,268.0,2008.0,Grvl,Stone,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
528,58.0,0.0,1980.0,Grvl,None,TA,TA,Mn,ALQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
529,70.04995836802665,0.0,1975.0,Grvl,None,TA,TA,No,Rec,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,missing,missing
530,85.0,219.0,1988.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,Fa,Attchd,RFn,TA,TA,missing,missing,missing
531,60.0,0.0,1920.0,Grvl,None,Fa,Fa,Mn,Unf,Unf,SBrkr,Gd,Detchd,Fin,TA,Fa,missing,missing,missing
532,60.0,0.0,1967.0,Grvl,None,TA,TA,No,Unf,Unf,SBrkr,Po,Detchd,Unf,TA,TA,missing,missing,missing
533,50.0,0.0,1980.0,Grvl,None,TA,TA,No,Unf,Unf,FuseF,Gd,missing,missing,missing,missing,missing,missing,missing
534,74.0,0.0,2004.0,Grvl,None,Ex,Gd,Av,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
535,70.0,0.0,1980.0,Grvl,None,Gd,TA,Gd,GLQ,Unf,SBrkr,Gd,missing,missing,missing,missing,missing,missing,missing
536,57.0,0.0,1998.0,Grvl,None,Gd,TA,Av,Unf,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
537,70.04995836802665,0.0,1980.0,Grvl,None,TA,TA,No,BLQ,Unf,SBrkr,Gd,Detchd,Unf,TA,TA,missing,MnWw,missing
538,70.04995836802665,188.0,1968.0,Grvl,BrkFace,TA,TA,No,BLQ,Unf,SBrkr,Fa,Attchd,Unf,TA,TA,missing,missing,missing
539,70.04995836802665,479.0,2001.0,Grvl,BrkFace,Gd,TA,Av,GLQ,Unf,SBrkr,TA,Attchd,RFn,TA,TA,missing,MnPrv,Shed
540,85.0,584.0,2006.0,Grvl,BrkFace,Ex,TA,Av,GLQ,Unf,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
541,70.04995836802665,72.0,2000.0,Grvl,BrkFace,Gd,TA,No,Unf,Unf,SBrkr,TA,BuiltIn,Fin,TA,TA,missing,missing,missing
542,78.0,0.0,1998.0,Grvl,None,Ex,TA,No,LwQ,GLQ,SBrkr,TA,Attchd,Fin,TA,TA,missing,missing,missing
543,34.0,182.0,1998.0,Grvl,BrkFace,Gd,TA,Av,GLQ,LwQ,SBrkr,Gd,Attchd,Fin,TA,TA,missing,missing,missing
